id,name,type,manufacturer,category,release_date,price,price_unit,cpu,gpu,os,memory,memory_unit,storage,storage_unit,display_size,display_unit,display_resolution,display_type,display_refresh_rate,display_refresh_rate_unit,battery_capacity,battery_unit,battery_charging,charging_wired_max,charging_wired_unit,charging_wireless_max,charging_wireless_unit,camera_rear,camera_front,connectivity_bluetooth,connectivity_wifi,connectivity_cellular,weight,weight_unit,dimensions,benchmarks_geekbench_single,benchmarks_geekbench_multi,benchmarks_3dmark_wild_life_extreme
iphone-16-pro-max,iPhone 16 Pro Max,디바이스,Apple,smartphone,2024-09,1900000,KRW,apple-a18-pro,6-core GPU,iOS 18,8,GB,256|512|1024,GB,6.9,inch,2992 x 1290,Super Retina XDR OLED,120,Hz,4676,mAh,"USB-C, MagSafe, Qi",27,W,15,W,48MP + 12MP + 12MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz and mmWave),225,g,163.0 x 77.6 x 8.25 mm,3428,8529,
iphone-17,iPhone 17,디바이스,Apple,smartphone,2025-09,1290000,KRW,apple-a19,5-core GPU,iOS 19,8,GB,256|512,GB,6.3,inch,2796 x 1290,Super Retina XDR OLED,120,Hz,3561,mAh,"USB-C, MagSafe, Qi",27,W,15,W,48MP + 12MP,18MP Center Stage,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz and mmWave),173,g,149.6 x 71.6 x 7.80 mm,3626,9246,
iphone-air,iPhone Air,디바이스,Apple,smartphone,2025-09,1590000,KRW,apple-a19-pro,5-core GPU,iOS 19,12,GB,256|512|1024,GB,6.5,inch,2736 x 1260,Super Retina XDR OLED,120,Hz,3149,mAh,"USB-C, MagSafe, Qi",27,W,15,W,48MP,18MP Center Stage,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz and mmWave),165,g,156.2 x 74.7 x 5.64 mm,3669,9385,
iphone-17-pro,iPhone 17 Pro,디바이스,Apple,smartphone,2025-09,1790000,KRW,apple-a19-pro,6-core GPU,iOS 19,12,GB,256|512|1024,GB,6.3,inch,2796 x 1290,Super Retina XDR OLED,120,Hz,3355,mAh,"USB-C, MagSafe, Qi",27,W,15,W,48MP + 48MP + 48MP,18MP Center Stage,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz and mmWave),187,g,149.6 x 71.5 x 8.25 mm,3778,9799,
iphone-17-pro-max,iPhone 17 Pro Max,디바이스,Apple,smartphone,2025-09,1990000,KRW,apple-a19-pro,6-core GPU,iOS 19,12,GB,256|512|1024|2048,GB,6.9,inch,2992 x 1290,Super Retina XDR OLED,120,Hz,4676,mAh,"USB-C, MagSafe, Qi",27,W,15,W,48MP + 48MP + 48MP,18MP Center Stage,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz and mmWave),225,g,163.0 x 77.6 x 8.25 mm,3791,9829,
iphone-17e,iPhone 17e,디바이스,Apple,smartphone,2026-03,990000,KRW,apple-a19,4-core GPU,iOS 26,8,GB,256|512,GB,6.1,inch,2532 x 1170,Super Retina XDR OLED,60,Hz,4005,mAh,"USB-C, MagSafe, Qi2",20,W,15,W,48MP Fusion,12MP TrueDepth,5.3,Wi-Fi 6 (802.11ax),5G (sub-6GHz),169,g,146.7 x 71.5 x 7.8 mm,3610,9207,
ipad-pro-12.9-m1,iPad Pro 12.9-inch (M1),디바이스,Apple,tablet,2021-04,1290000,KRW,apple-m1,8-core GPU,iPadOS 14,8,GB,128|256|512|1024|2048,GB,12.9,inch,2732 x 2048,Liquid Retina XDR,120,Hz,10758,mAh,USB-C,20,W,,,12MP + 10MP,12MP,5.0,Wi-Fi 6 (802.11ax),5G (sub-6GHz),682,g,280.6 x 214.9 x 6.4 mm,2314,8392,
ipad-pro-11-m4,iPad Pro 11-inch (M4),디바이스,Apple,tablet,2024-05,1290000,KRW,apple-m4,10-core GPU,iPadOS 17,8,GB,256|512|1024|2048,GB,11,inch,2420 x 1668,Liquid Retina XDR,120,Hz,7538,mAh,USB-C,35,W,,,12MP + 10MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz),444,g,247.6 x 178.5 x 5.1 mm,3673,13382,
ipad-pro-13-m4,iPad Pro 13-inch (M4),디바이스,Apple,tablet,2024-05,1690000,KRW,apple-m4,10-core GPU,iPadOS 17,8,GB,256|512|1024|2048,GB,13,inch,2752 x 2064,Liquid Retina XDR,120,Hz,10758,mAh,USB-C,35,W,,,12MP + 10MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz),579,g,281.5 x 215.5 x 5.1 mm,3695,13642,
ipad-air-4,iPad Air (4세대),디바이스,Apple,tablet,2020-10,779000,KRW,apple-a14-bionic,4-core GPU,iPadOS 14,4,GB,64|256,GB,10.9,inch,2360 x 1640,Liquid Retina,60,Hz,7606,mAh,USB-C,20,W,,,12MP,7MP,5.0,Wi-Fi 6 (802.11ax),5G (sub-6GHz),458,g,247.6 x 178.5 x 6.1 mm,2085,4995,
ipad-air-5,iPad Air (5세대),디바이스,Apple,tablet,2022-03,899000,KRW,apple-m1,8-core GPU,iPadOS 15,8,GB,64|256,GB,10.9,inch,2360 x 1640,Liquid Retina,60,Hz,7606,mAh,USB-C,20,W,,,12MP,12MP,5.0,Wi-Fi 6 (802.11ax),5G (sub-6GHz),461,g,247.6 x 178.5 x 6.1 mm,2297,8291,
ipad-9,iPad (9세대),디바이스,Apple,tablet,2021-09,499000,KRW,apple-a13-bionic,4-core GPU,iPadOS 15,3,GB,64|256,GB,10.2,inch,2160 x 1620,Retina,60,Hz,8557,mAh,Lightning,20,W,,,8MP,12MP,4.2,Wi-Fi 5 (802.11ac),4G LTE,487,g,250.6 x 174.1 x 7.5 mm,1737,3855,
ipad-10,iPad (10세대),디바이스,Apple,tablet,2022-10,599000,KRW,apple-a14-bionic,4-core GPU,iPadOS 16,4,GB,64|256,GB,10.9,inch,2360 x 1640,Liquid Retina,60,Hz,7606,mAh,USB-C,20,W,,,12MP,12MP,5.2,Wi-Fi 6 (802.11ax),5G (sub-6GHz),477,g,248.6 x 179.5 x 7.0 mm,2050,4724,
ipad-11,iPad (11세대),디바이스,Apple,tablet,2025-03,649000,KRW,apple-a16,4-core GPU,iPadOS 17,4,GB,128|256|512,GB,10.9,inch,2360 x 1640,Liquid Retina,60,Hz,,mAh,USB-C,20,W,,,12MP,12MP,5.3,Wi-Fi 6 (802.11ax),5G (sub-6GHz),477,g,248.6 x 179.5 x 7.0 mm,2584,6029,
macbook-air-m1,MacBook Air (M1),디바이스,Apple,laptop,2020-11,1390000,KRW,apple-m1,7-core or 8-core GPU,macOS Big Sur,8|16,GB,256|512|1024|2048,GB,13.3,inch,2560 x 1600,Retina,60,Hz,49.9,Wh,USB-C,30,W,,,,720p FaceTime HD,5.0,Wi-Fi 6 (802.11ax),,1290,g,304.1 x 212.4 x 16.1 mm,1700,7500,
macbook-air-m2,MacBook Air (M2),디바이스,Apple,laptop,2022-07,1690000,KRW,apple-m2,8-core or 10-core GPU,macOS Ventura,8|16|24,GB,256|512|1024|2048,GB,13.6,inch,2560 x 1664,Liquid Retina,60,Hz,52.6,Wh,"MagSafe 3, USB-C",35,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6 (802.11ax),,1240,g,304.1 x 215.0 x 11.3 mm,1900,9000,
macbook-pro-13-m1,MacBook Pro 13-inch (M1),디바이스,Apple,laptop,2020-11,1690000,KRW,apple-m1,8-core GPU,macOS Big Sur,8|16,GB,256|512|1024|2048,GB,13.3,inch,2560 x 1600,Retina,60,Hz,58.2,Wh,USB-C,61,W,,,,720p FaceTime HD,5.0,Wi-Fi 6 (802.11ax),,1410,g,304.1 x 212.4 x 15.6 mm,1700,7500,
macbook-pro-14-m1-pro,MacBook Pro 14-inch (M1 Pro),디바이스,Apple,laptop,2021-10,2690000,KRW,apple-m1-pro,14-core or 16-core GPU,macOS Monterey,16|32,GB,512|1024|2048|4096|8192,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,70,Wh,"MagSafe 3, USB-C",96,W,,,,1080p FaceTime HD,5.0,Wi-Fi 6 (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,2400,12000,
macbook-pro-16-m1-max,MacBook Pro 16-inch (M1 Max),디바이스,Apple,laptop,2021-10,4490000,KRW,apple-m1-max,24-core or 32-core GPU,macOS Monterey,32|64,GB,512|1024|2048|4096|8192,GB,16.2,inch,3456 x 2234,Liquid Retina XDR,120,Hz,100,Wh,"MagSafe 3, USB-C",140,W,,,,1080p FaceTime HD,5.0,Wi-Fi 6 (802.11ax),,2210,g,355.7 x 248.1 x 16.8 mm,2500,12500,
macbook-pro-14-m2-pro,MacBook Pro 14-inch (M2 Pro),디바이스,Apple,laptop,2023-01,2990000,KRW,apple-m2-pro,16-core or 19-core GPU,macOS Ventura,16|32,GB,512|1024|2048|4096|8192,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,70,Wh,"MagSafe 3, USB-C",96,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6E (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,2600,15000,
macbook-pro-16-m2-max,MacBook Pro 16-inch (M2 Max),디바이스,Apple,laptop,2023-01,4990000,KRW,apple-m2-max,30-core or 38-core GPU,macOS Ventura,32|64|96,GB,512|1024|2048|4096|8192,GB,16.2,inch,3456 x 2234,Liquid Retina XDR,120,Hz,100,Wh,"MagSafe 3, USB-C",140,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6E (802.11ax),,2210,g,355.7 x 248.1 x 16.8 mm,2700,15000,
macbook-pro-14-m3-pro,MacBook Pro 14-inch (M3 Pro),디바이스,Apple,laptop,2023-10,3290000,KRW,apple-m3-pro,14-core or 18-core GPU,macOS Sonoma,18|36,GB,512|1024|2048|4096|8192,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,70,Wh,"MagSafe 3, USB-C",96,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6E (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,3097,14645,
macbook-pro-14-m3-max,MacBook Pro 14-inch (M3 Max),디바이스,Apple,laptop,2023-10,4490000,KRW,apple-m3-max,30-core or 40-core GPU,macOS Sonoma,36|48|64|96|128,GB,512|1024|2048|4096|8192,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,70,Wh,"MagSafe 3, USB-C",96,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6E (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,3107,19938,
macbook-pro-16-m3-max,MacBook Pro 16-inch (M3 Max),디바이스,Apple,laptop,2023-10,4990000,KRW,apple-m3-max,30-core or 40-core GPU,macOS Sonoma,36|48|64|96|128,GB,512|1024|2048|4096|8192,GB,16.2,inch,3456 x 2234,Liquid Retina XDR,120,Hz,100,Wh,"MagSafe 3, USB-C",140,W,,,,1080p FaceTime HD,5.3,Wi-Fi 6E (802.11ax),,2190,g,355.7 x 248.1 x 16.8 mm,3130,19955,
macbook-pro-16-intel-i9,MacBook Pro 16-inch (Intel Core i9),디바이스,Apple,laptop,2019-11,3990000,KRW,intel-core-i9-9980hk,AMD Radeon Pro 5500M or 5600M,macOS Catalina,16|32|64,GB,512|1024|2048|4096|8192,GB,16,inch,3072 x 1920,Retina,60,Hz,100,Wh,USB-C,96,W,,,,720p FaceTime HD,5.0,Wi-Fi 5 (802.11ac),,2000,g,357.9 x 245.9 x 16.2 mm,1200,8000,
iphone-16e,iPhone 16e,디바이스,Apple,smartphone,2025-02,990000,KRW,apple-a18,4-core GPU,iOS 18,6,GB,128|256|512,GB,6.1,inch,2556 x 1179,Super Retina XDR OLED,60,Hz,4005,mAh,"USB-C, MagSafe, Qi",27,W,7.5,W,48MP,12MP,5.3,Wi-Fi 6,5G (sub-6GHz and mmWave),173,g,147.6 x 71.6 x 7.80 mm,3240,7968,
ipad-mini-7,iPad mini (A17 Pro),디바이스,Apple,tablet,2024-10,,KRW,apple-a17-pro,5-core GPU,iPadOS 18,8,GB,128|256|512,GB,8.3,inch,2266 x 1488,Liquid Retina,60,Hz,,mAh,USB-C,20,W,,,12MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz),293,g,195.4 x 134.8 x 6.3 mm,2907,7217,
ipad-air-11-m3,iPad Air 11-inch (M3),디바이스,Apple,tablet,2025-03,949000,KRW,apple-m3,9-core GPU,iPadOS 18,8,GB,128|256|512|1024,GB,11,inch,2360 x 1640,Liquid Retina,60,Hz,,mAh,USB-C,20,W,,,12MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz),460,g,247.6 x 178.5 x 6.1 mm,3045,11679,
ipad-air-13-m3,iPad Air 13-inch (M3),디바이스,Apple,tablet,2025-03,1249000,KRW,apple-m3,9-core GPU,iPadOS 18,8,GB,128|256|512|1024,GB,13,inch,2732 x 2048,Liquid Retina,60,Hz,,mAh,USB-C,20,W,,,12MP,12MP,5.3,Wi-Fi 6E (802.11ax),5G (sub-6GHz),616,g,280.6 x 214.9 x 6.1 mm,3049,11667,
ipad-pro-11-m5,iPad Pro 11-inch (M5),디바이스,Apple,tablet,2025-10,1599000,KRW,apple-m5,Metal GPU,iPadOS 17,8,GB,256|512|1024,GB,11,inch,2420 x 1668,Liquid Retina XDR,120,Hz,7538,mAh,USB-C,70,W,,,12MP + 10MP,12MP,6.0,Wi-Fi 7,5G (sub-6GHz),444,g,247.6 x 178.5 x 5.1 mm,4134,15513,
ipad-pro-13-m5,iPad Pro 13-inch (M5),디바이스,Apple,tablet,2025-10,2099000,KRW,apple-m5,Metal GPU,iPadOS 17,8,GB,256|512|1024,GB,13,inch,2752 x 2064,Liquid Retina XDR,120,Hz,10758,mAh,USB-C,70,W,,,12MP + 10MP,12MP,6.0,Wi-Fi 7,5G (sub-6GHz),579,g,281.5 x 215.5 x 5.1 mm,4140,15679,
macbook-air-13-m4,MacBook Air 13-inch (M4),디바이스,Apple,laptop,2025-03,,KRW,apple-m4,8-core or 10-core GPU,macOS Sequoia,16|24|32,GB,256|512|1024|2048,GB,13.6,inch,2560 x 1664,Liquid Retina,60,Hz,53.8,Wh,"MagSafe 3, USB-C",70,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,1240,g,304.1 x 215.0 x 11.3 mm,3695,14725,
macbook-air-15-m4,MacBook Air 15-inch (M4),디바이스,Apple,laptop,2025-03,,KRW,apple-m4,10-core GPU,macOS Sequoia,16|24|32,GB,256|512|1024|2048,GB,15.3,inch,2880 x 1864,Liquid Retina,60,Hz,66.5,Wh,"MagSafe 3, USB-C",70,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,1510,g,340.4 x 237.6 x 11.5 mm,3695,14647,
macbook-air-13-m5,MacBook Air 13-inch (M5),디바이스,Apple,laptop,2026-03,1790000,KRW,apple-m5,10-core GPU,macOS Tahoe,16|24|32,GB,512|1024|2048|4096,GB,13.6,inch,2560 x 1664,Liquid Retina,60,Hz,53.8,Wh,"MagSafe 3, USB-C",70,W,,,,12MP Center Stage,6.0,Wi-Fi 7,,1240,g,304.1 x 215.0 x 11.3 mm,,,
macbook-air-15-m5,MacBook Air 15-inch (M5),디바이스,Apple,laptop,2026-03,2090000,KRW,apple-m5,10-core GPU,macOS Tahoe,16|24|32,GB,512|1024|2048|4096,GB,15.3,inch,2880 x 1864,Liquid Retina,60,Hz,66.5,Wh,"MagSafe 3, USB-C",70,W,,,,12MP Center Stage,6.0,Wi-Fi 7,,1510,g,340.4 x 237.6 x 11.5 mm,,,
macbook-pro-14-m4,MacBook Pro 14-inch (M4),디바이스,Apple,laptop,2024-11,2390000,KRW,apple-m4,10-core GPU,macOS Sequoia,16|24|32,GB,512|1024|2048,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,72.4,Wh,"MagSafe 3, USB-C",96,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,1550,g,312.6 x 221.2 x 15.5 mm,3750,14885,
macbook-pro-14-m4-pro,MacBook Pro 14-inch (M4 Pro),디바이스,Apple,laptop,2024-11,,KRW,apple-m4-pro,16-core or 20-core GPU,macOS Sequoia,24|48|64,GB,512|1024|2048|4096,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,72.4,Wh,"MagSafe 3, USB-C",96,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,3844,21350,
macbook-pro-14-m4-max,MacBook Pro 14-inch (M4 Max),디바이스,Apple,laptop,2024-11,,KRW,apple-m4-max,32-core or 40-core GPU,macOS Sequoia,36|48|64|128,GB,1024|2048|4096|8192,GB,14.2,inch,3024 x 1964,Liquid Retina XDR,120,Hz,72.4,Wh,"MagSafe 3, USB-C",96,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,1600,g,312.6 x 221.2 x 15.5 mm,3872,24345,
macbook-pro-16-m4-pro,MacBook Pro 16-inch (M4 Pro),디바이스,Apple,laptop,2024-11,,KRW,apple-m4-pro,20-core GPU,macOS Sequoia,24|48|64,GB,512|1024|2048|4096,GB,16.2,inch,3456 x 2234,Liquid Retina XDR,120,Hz,100,Wh,"MagSafe 3, USB-C",140,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,2190,g,355.7 x 248.1 x 16.8 mm,3877,22483,
macbook-pro-16-m4-max,MacBook Pro 16-inch (M4 Max),디바이스,Apple,laptop,2024-11,,KRW,apple-m4-max,32-core or 40-core GPU,macOS Sequoia,36|48|64|128,GB,1024|2048|4096|8192,GB,16.2,inch,3456 x 2234,Liquid Retina XDR,120,Hz,100,Wh,"MagSafe 3, USB-C",140,W,,,,12MP Center Stage,5.3,Wi-Fi 6E (802.11ax),,2190,g,355.7 x 248.1 x 16.8 mm,3914,24414,
